taxid,species_id,assembly,superkingdom,kingdom,phylum,class,order,family,species,strain_name,genus_original,genus_id,genus
197,197,GCF_001507005.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC013,Campylobacter,194.0,Campylobacter
197,197,GCF_001507025.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC100,Campylobacter,194.0,Campylobacter
197,197,GCF_001507045.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC522,Campylobacter,194.0,Campylobacter
197,197,GCF_001507065.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC094,Campylobacter,194.0,Campylobacter
197,197,GCF_001507085.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC008,Campylobacter,194.0,Campylobacter
197,197,GCF_001507105.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC541,Campylobacter,194.0,Campylobacter
197,197,GCF_001507125.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC024,Campylobacter,194.0,Campylobacter
197,197,GCF_001507145.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC064,Campylobacter,194.0,Campylobacter
197,197,GCF_001507165.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC525,Campylobacter,194.0,Campylobacter
197,197,GCF_001507185.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC026,Campylobacter,194.0,Campylobacter
197,197,GCF_001507205.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC034,Campylobacter,194.0,Campylobacter
197,197,GCF_001507225.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC086,Campylobacter,194.0,Campylobacter
197,197,GCF_001507245.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC095,Campylobacter,194.0,Campylobacter
197,197,GCF_001507265.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ677CC012,Campylobacter,194.0,Campylobacter
197,197,GCF_001563565.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=RM3194,Campylobacter,194.0,Campylobacter
197,197,GCF_001587015.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=OD267,Campylobacter,194.0,Campylobacter
197,197,GCF_001587035.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=WP2202,Campylobacter,194.0,Campylobacter
197,197,GCF_001865395.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FJ3124,Campylobacter,194.0,Campylobacter
197,197,GCF_001865415.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=TS1218,Campylobacter,194.0,Campylobacter
197,197,GCF_001865435.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=IF1100,Campylobacter,194.0,Campylobacter
197,197,GCF_001870085.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=YQ2210,Campylobacter,194.0,Campylobacter
197,197,GCF_001870105.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZP3204,Campylobacter,194.0,Campylobacter
197,197,GCF_001951235.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=HF5-4A-4,Campylobacter,194.0,Campylobacter
197,197,GCF_001951255.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=HF5-5-1,Campylobacter,194.0,Campylobacter
197,197,GCF_001951275.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=HF5-7-1,Campylobacter,194.0,Campylobacter
197,197,GCF_001951295.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NS4-1-1,Campylobacter,194.0,Campylobacter
197,197,GCF_001951315.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NS4-5-1,Campylobacter,194.0,Campylobacter
197,197,GCF_001951335.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NS4-9-1,Campylobacter,194.0,Campylobacter
197,197,GCF_002024325.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC12662,Campylobacter,194.0,Campylobacter
197,197,GCF_002101355.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=YH002,Campylobacter,194.0,Campylobacter
197,197,GCF_002209005.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FDAARGOS_262,Campylobacter,194.0,Campylobacter
197,197,GCF_002209025.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FDAARGOS_263,Campylobacter,194.0,Campylobacter
197,197,GCF_002209045.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FDAARGOS_265,Campylobacter,194.0,Campylobacter
197,197,GCF_002209065.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FDAARGOS_266,Campylobacter,194.0,Campylobacter
197,197,GCF_002214785.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FORC_046,Campylobacter,194.0,Campylobacter
197,197,GCF_002224325.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=11168H/lacY,Campylobacter,194.0,Campylobacter
197,197,GCF_002224385.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=81-176_G1_B0,Campylobacter,194.0,Campylobacter
197,197,GCF_002234455.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=jejuni,Campylobacter,194.0,Campylobacter
197,197,GCF_002407125.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CFSAN032806,Campylobacter,194.0,Campylobacter
197,197,GCF_002587105.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FDAARGOS_422,Campylobacter,194.0,Campylobacter
197,197,GCF_002587225.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FDAARGOS_421,Campylobacter,194.0,Campylobacter
197,197,GCF_003030185.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CFSAN054107,Campylobacter,194.0,Campylobacter
197,197,GCF_003060725.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=12567,Campylobacter,194.0,Campylobacter
197,197,GCF_003060745.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC 12660,Campylobacter,194.0,Campylobacter
197,197,GCF_003060765.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC 12661,Campylobacter,194.0,Campylobacter
197,197,GCF_003060785.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC 12664,Campylobacter,194.0,Campylobacter
197,197,GCF_003368045.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ067CC45,Campylobacter,194.0,Campylobacter
197,197,GCF_003368065.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ515CC45,Campylobacter,194.0,Campylobacter
197,197,GCF_003368085.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ031CC45,Campylobacter,194.0,Campylobacter
197,197,GCF_003368105.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ017CCUA,Campylobacter,194.0,Campylobacter
197,197,GCF_003368125.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ513CC45,Campylobacter,194.0,Campylobacter
197,197,GCF_003368145.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ088CC52,Campylobacter,194.0,Campylobacter
197,197,GCF_003368165.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ074CC443,Campylobacter,194.0,Campylobacter
197,197,GCF_003368185.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ071CC464,Campylobacter,194.0,Campylobacter
197,197,GCF_003368205.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ090CC1332,Campylobacter,194.0,Campylobacter
197,197,GCF_003368225.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ018CCUA,Campylobacter,194.0,Campylobacter
197,197,GCF_003368245.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJ066CC508,Campylobacter,194.0,Campylobacter
197,197,GCF_004328905.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=FORC_083,Campylobacter,194.0,Campylobacter
197,197,GCF_004924295.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=BC,Campylobacter,194.0,Campylobacter
197,197,GCF_007107025.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=YH003,Campylobacter,194.0,Campylobacter
197,197,GCF_008386335.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=BfR-CA-14430,Campylobacter,194.0,Campylobacter
197,197,GCF_008727335.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=AR-0419,Campylobacter,194.0,Campylobacter
197,197,GCF_008727415.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=AR-0415,Campylobacter,194.0,Campylobacter
197,197,GCF_008727435.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=AR-0414,Campylobacter,194.0,Campylobacter
197,197,GCF_008727455.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=AR-0413,Campylobacter,194.0,Campylobacter
197,197,GCF_009649035.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CFSAN032806,Campylobacter,194.0,Campylobacter
197,197,GCF_012220765.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZS007,Campylobacter,194.0,Campylobacter
197,197,GCF_012220945.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZS006,Campylobacter,194.0,Campylobacter
197,197,GCF_012224585.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZS005,Campylobacter,194.0,Campylobacter
197,197,GCF_012224765.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZS004,Campylobacter,194.0,Campylobacter
197,197,GCF_012224905.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZH006,Campylobacter,194.0,Campylobacter
197,197,GCF_012225065.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZH003,Campylobacter,194.0,Campylobacter
197,197,GCF_012225225.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZJB023,Campylobacter,194.0,Campylobacter
197,197,GCF_012225445.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZJB021,Campylobacter,194.0,Campylobacter
197,197,GCF_012225685.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=ZJB020,Campylobacter,194.0,Campylobacter
197,197,GCF_013177475.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=2016-IZSVE-19-111250,Campylobacter,194.0,Campylobacter
197,197,GCF_013389555.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=D33a,Campylobacter,194.0,Campylobacter
197,197,GCF_013389575.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=A9a,Campylobacter,194.0,Campylobacter
197,197,GCF_014082005.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C41,Campylobacter,194.0,Campylobacter
197,197,GCF_014151305.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C1922C72,Campylobacter,194.0,Campylobacter
197,197,GCF_014151465.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C220,Campylobacter,194.0,Campylobacter
197,197,GCF_014151665.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C219,Campylobacter,194.0,Campylobacter
197,197,GCF_014151825.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C203,Campylobacter,194.0,Campylobacter
197,197,GCF_014151925.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C201,Campylobacter,194.0,Campylobacter
197,197,GCF_014152105.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C197,Campylobacter,194.0,Campylobacter
197,197,GCF_014152305.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C109,Campylobacter,194.0,Campylobacter
197,197,GCF_014152385.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C57,Campylobacter,194.0,Campylobacter
197,197,GCF_014152565.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=C34,Campylobacter,194.0,Campylobacter
197,197,GCF_015245165.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=R4B202,Campylobacter,194.0,Campylobacter
197,197,GCF_016350125.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=RM1221,Campylobacter,194.0,Campylobacter
197,197,GCF_016458845.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJP19-D445,Campylobacter,194.0,Campylobacter
197,197,GCF_016458865.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CJP19-D996,Campylobacter,194.0,Campylobacter
197,197,GCF_016600925.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=RM1221,Campylobacter,194.0,Campylobacter
197,197,GCF_017351955.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CAMSA2038,Campylobacter,194.0,Campylobacter
197,197,GCF_017352015.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=CAMSA2002,Campylobacter,194.0,Campylobacter
197,197,GCF_017356685.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=RM1245,Campylobacter,194.0,Campylobacter
197,197,GCF_017356745.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=RM1510,Campylobacter,194.0,Campylobacter
197,197,GCF_017356765.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=RM3147,Campylobacter,194.0,Campylobacter
197,197,GCF_017356785.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=R12,Campylobacter,194.0,Campylobacter
197,197,GCF_017356805.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=GB03,Campylobacter,194.0,Campylobacter
197,197,GCF_017356825.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=R23,Campylobacter,194.0,Campylobacter
197,197,GCF_017356845.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=R31,Campylobacter,194.0,Campylobacter
197,197,GCF_017356865.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=GB28,Campylobacter,194.0,Campylobacter
197,197,GCF_017356885.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=GB60,Campylobacter,194.0,Campylobacter
197,197,GCF_017356905.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=R73,Campylobacter,194.0,Campylobacter
197,197,GCF_017356945.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=GB18,Campylobacter,194.0,Campylobacter
197,197,GCF_017356965.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=R72,Campylobacter,194.0,Campylobacter
197,197,GCF_017357025.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=RM1477,Campylobacter,194.0,Campylobacter
197,197,GCF_900638165.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC13268,Campylobacter,194.0,Campylobacter
197,197,GCF_900638175.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC13266,Campylobacter,194.0,Campylobacter
197,197,GCF_900638185.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC13265,Campylobacter,194.0,Campylobacter
197,197,GCF_900638195.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC13261,Campylobacter,194.0,Campylobacter
197,197,GCF_900638205.1,Bacteria,,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter jejuni,strain=NCTC13255,Campylobacter,194.0,Campylobacter
