id	name	formula	BioCyc	SEED Compound	UniPathway Compound	KEGG Compound	BioPath Molecule	MetaNetX (MNX) Chemical	Reactome	Human Metabolome Database	UM-BBD	LipidMaps	
3hpalmACP_c	R-3-hydroxypalmitoyl-[acyl-carrier protein]	C400H633O144N96P1S3;C27H51N2O9PRS		cpd11481		C04633		MNXM2576					
tpalm2eACP_c	Trans-Hexadec-2-enoyl-[acyl-carrier protein]	C400H631O143N96P1S3;C27H49N2O8PRS	META:2-Hexadecenoyl-ACPs	cpd11477		C05763		MNXM29072				LMFA07060020	
3hcpalm9eACP_c	(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein]	C400H631O144N96P1S3;C27H49N2O9PRS		cpd15369				MNXM6556					
t3c9palmeACP_c	Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein]	C27H47N2O8PRS;C400H629O143N96P1S3		cpd15571				MNXM5961					
3hoctaACP_c	(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]	C402H637O144N96P1S3;C29H55N2O9PRS		cpd14939;cpd15371		C16220		MNXM3843					
toctd2eACP_c	Trans-octadec-2-enoyl-[acyl-carrier protein]	C402H635O143N96P1S3;C29H53N2O8PRS		cpd15572				MNXM12509					
3hcvac11eACP_c	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]	C29H53N2O9PRS;C402H635O144N96P1S3	META:R-3-hydroxy-cis-vaccenoyl-ACPs	cpd15370				MNXM12841					
t3c11vaceACP_c	Trans-3-cis-11-vacceoyl-[acyl-carrier protein]	C29H51N2O8PRS;C402H633O143N96P1S3		cpd15568				MNXM5958					
3haACP_c	(3R)-3-Hydroxyacyl-[acyl-carrier protein]	C388H609O144N96P1S3;C15H27N2O9PRS	META:OH-ACYL-ACP	cpd11836		C01271		MNXM5861					
but2eACP_c	But-2-enoyl-[acyl-carrier protein]	C15H25N2O8PRS;C388H607O143N96P1S3		cpd11465		C04246		MNXM3229					
thex2eACP_c	Trans-Hex-2-enoyl-[acyl-carrier protein]	C17H29N2O8PRS;C390H611O143N96P1S3	META:Hex-2-enoyl-ACPs	cpd11473		C05748		MNXM24502				LMFA07060007	
toct2eACP_c	Trans-Oct-2-enoyl-[acyl-carrier protein]	C19H33N2O8PRS;C392H615O143N96P1S3	META:2-Octenoyl-ACPs	cpd11471		C05751		MNXM23766				LMFA07060009	
3hmp_c	3-Hydroxy-2-methylpropanoate	C4H7O3	META:3-HYDROXY-ISOBUTYRATE	cpd00876		C01188		MNXM396	573404				
3hibutcoa_c	(S)-3-Hydroxyisobutyryl-CoA	C25H38N7O18P3S	META:CPD-12173	cpd03572		C06000	(S)-3-Hydroxyisobutyryl-CoA	MNXM90341		HMDB01052		LMFA07050157	
3c2hmp_c	3-Carboxy-2-hydroxy-4-methylpentanoate	C7H10O5	META:2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	cpd02693	UPC04411	C04411	3-Isopropylmalate	MNXM891		HMDB12156			
lpam_c	Lipoamide C8H15NOS2	C8H15NOS2	META:LIPOAMIDE	cpd00213	UPC00248	C00248;D00048		MNXM1024		HMDB00962;HMDB06877;HMDB06950		LMFA08010006	
3mop_c	(S)-3-Methyl-2-oxopentanoate	C6H9O3	META:2-KETO-3-METHYL-VALERATE	cpd03577	UPC00671;UPC06008	C00671;C03465;C06008	(S)-3-Methyl-2-oxopentanoate	MNXM439		HMDB00491;HMDB01962;HMDB02254;HMDB03736;HMDB04750		LMFA01020275;LMFA01020280	
3mb_c	3-Methylbutanoic acid	C5H9O2	META:ISOVALERATE	cpd05178		C08262		MNXM7454		HMDB00718		LMFA01020181	
3mb_p	3-Methylbutanoic acid	C5H9O2	META:ISOVALERATE	cpd05178		C08262		MNXM7454		HMDB00718		LMFA01020181	
na1_p	Sodium	Na	META:NA+	cpd00971		C01330		MNXM27	2872443;2892454;425958;74113;83910	HMDB00588			
3mb_e	3-Methylbutanoic acid	C5H9O2	META:ISOVALERATE	cpd05178		C08262		MNXM7454		HMDB00718		LMFA01020181	
uri_p	Uridine	C9H12N2O6	META:URIDINE	cpd00249;cpd16545	UPC00299	C00299;C16745	Uridine	MNXM288		HMDB00296			
cytd_p	Cytidine	C9H13N3O5	META:CPD-15099;META:CYTIDINE	cpd00367;cpd01900	UPC00475	C00475;C02961;D00168;D07769	Cytidine	MNXM338		HMDB00089;HMDB15122;HMDB30167			
adn_p	Adenosine	C10H13N5O4	META:ADENOSINE;META:CPD-13918	cpd00182	UPC00212	C00212;D00045;D06298	Adenosine	MNXM212	83909	HMDB00050;HMDB04401;HMDB04402;HMDB04421;HMDB14340			
gsn_p	Guanosine	C10H13N5O5;C10H12N5O5	META:CPD-15142;META:GUANOSINE	cpd00311		C00387	Guanosine	MNXM401		HMDB00133			
nh4_p	Ammonium	H4N;NH4		cpd00013				MNXM84					
o2_p	O2	O2	META:OXYGEN-MOLECULE	cpd00007	UPC00007	C00007;D00003	Oxygen	MNXM4	113533;113534;113535;113685;1236709;189461;29368;351593;352327;5668566	HMDB01377			
adn_c	Adenosine	C10H13N5O4	META:ADENOSINE;META:CPD-13918	cpd00182	UPC00212	C00212;D00045;D06298	Adenosine	MNXM212	83909	HMDB00050;HMDB04401;HMDB04402;HMDB04421;HMDB14340			
uri_c	Uridine	C9H12N2O6	META:URIDINE	cpd00249;cpd16545	UPC00299	C00299;C16745	Uridine	MNXM288		HMDB00296			
cytd_c	Cytidine	C9H13N3O5	META:CPD-15099;META:CYTIDINE	cpd00367;cpd01900	UPC00475	C00475;C02961;D00168;D07769	Cytidine	MNXM338		HMDB00089;HMDB15122;HMDB30167			
gsn_c	Guanosine	C10H13N5O5;C10H12N5O5	META:CPD-15142;META:GUANOSINE	cpd00311		C00387	Guanosine	MNXM401		HMDB00133			
3hodcoa_c	(S)-3-Hydroxyoctadecanoyl-CoA	C39H66N7O18P3S	META:CPD0-2253	cpd14936;cpd15204		C16217		MNXM1309	548836	HMDB12715		LMFA07050072;LMFA07050159;LMFA07050223	
3ohodcoa_c	3-Oxooctadecanoyl-CoA	C39H64N7O18P3S	META:CPD-10260	cpd14935		C16216		MNXM513	548812	HMDB06498		LMFA07050079;LMFA07050248	
malcoa_c	Malonyl-CoA	C24H34N7O19P3S;C24H33N7O19P3S	META:MALONYL-COA	cpd00070	UPC00083	C00083	Malonyl-CoA	MNXM40	2046066;29508;977323	HMDB01175		LMFA07050031;LMFA07050345	
pmtcoa_c	Palmitoyl-CoA (n-C16:0CoA)	C37H62N7O17P3S	META:PALMITYL-COA	cpd00134		C00154	Palmitoyl-CoA	MNXM88	200993;390426;5358339;77281	HMDB01338;HMDB59623	c1218	LMFA07050002;LMFA07050360	
oxadpcoa_c	3-Oxoadipyl-CoA	C27H37N7O20P3S	META:3-KETO-ADIPYL-COA	cpd01507	UPC02232	C02232	3-Oxoadipyl-CoA	MNXM1264		HMDB60378	c0931	LMFA07050237	
succ_c	Succinate	C4H4O4	META:SUC	cpd00036	UPC00042	C00042	Succinate	MNXM25	113536;159939;29434;389583;433123	HMDB00254	c0312	LMFA01170043	
succoa_c	Succinyl-CoA	C25H35N7O19P3S	META:SUC-COA	cpd00078	UPC00091	C00091	Succinyl-CoA	MNXM92	70958	HMDB01022	c0344	LMFA07050370	
3oxoadp_c	3-Oxoadipate	C6H6O5	META:3-KETO-ADIPATE	cpd00630	UPC00846	C00846	3-Oxoadipate	MNXM716		HMDB00398	c0100	LMFA01170096	
3odecACP_c	3-Oxodecanoyl-[acyl-carrier protein]	C21H37N2O9PRS;C394H619O144N96P1S3	META:3-oxo-decanoyl-ACPs	cpd11487		C05753		MNXM26616				LMFA07060011	
3oddecACP_c	3-Oxododecanoyl-[acyl-carrier protein]	C23H41N2O9PRS;C396H623O144N96P1S3	META:3-oxo-dodecanoyl-ACPs	cpd11489		C05756		MNXM28933				LMFA07060014	
3ocddec5eACP_c	3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein]	C396H621O144N96P1S3;C23H39N2O9PRS		cpd15373				MNXM6837					
3omrsACP_c	3-Oxotetradecanoyl-[acyl-carrier protein]	C398H627O144N96P1S3;C25H45N2O9PRS	META:3-oxo-myristoyl-ACPs	cpd11491		C05759		MNXM26095				LMFA07060017	
3ocmrs7eACP_c	3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein]	C25H43N2O9PRS;C398H625O144N96P1S3		cpd15374				MNXM6838					
3opalmACP_c	3-Oxohexadecanoyl-[acyl-carrier protein]	C400H631O144N96P1S3;C27H49N2O9PRS	META:3-oxo-palmitoyl-ACPs	cpd11485		C05762		MNXM24578				LMFA07060019	
3ocpalm9eACP_c	3-oxo-cis-palm-9-eoyl-[acyl-carrier protein]	C400H629O144N96P1S3;C27H47N2O9PRS		cpd15375				MNXM6839					
3ooctdACP_c	3-Oxooctadecanoyl-[acyl-carrier protein]	C29H53N2O9PRS;C402H635O144N96P1S3		cpd15377				MNXM3491					
3ocvac11eACP_c	3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]	C29H51N2O9PRS;C402H633O144N96P1S3	META:3-oxo-cis-vaccenoyl-ACPs	cpd15376				MNXM10097					
actACP_c	Acetoacetyl-ACP	C15H25N2O9PRS;C388H607O144N96P1S3	META:Acetoacetyl-ACP;META:Acetoacetyl-ACPs	cpd11488		C05744		MNXM1223					
3ohexACP_c	3-Oxohexanoyl-[acyl-carrier protein]	C390H611O144N96P1S3;C17H29N2O9PRS	META:3-oxo-hexanoyl-ACPs	cpd11486		C05746		MNXM25602				LMFA07060005	
3ooctACP_c	3-Oxooctanoyl-[acyl-carrier protein]	C19H33N2O9PRS;C392H615O144N96P1S3	META:3-Oxo-octanoyl-ACPs	cpd11490		C05750		MNXM28031				LMFA07060008	
malACP_c	Malonyl-[acyl-carrier protein]	C387H604O145N96P1S3;C14H22N2O10PRS	META:MALONYL-ACP	cpd11492		C01209		MNXM184					
ocACP_c	Octanoyl-ACP (n-C8:0ACP)	C19H35N2O8PRS;C392H617O143N96P1S3	META:Octanoyl-ACPs	cpd11470	UPC05752	C05752		MNXM23586				LMFA07060010	
dcaACP_c	Decanoyl-ACP (n-C10:0ACP)	C394H621O143N96P1S3;C21H39N2O8PRS	META:Decanoyl-ACPs	cpd11474		C05755		MNXM25221				LMFA07060013	
cdec3eACP_c	Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1)	C21H37N2O8PRS;C394H619O143N96P1S3		cpd15416				MNXM7186					
ddcaACP_c	Dodecanoyl-ACP (n-C12:0ACP)	C23H43N2O8PRS;C396H625O143N96P1S3	META:Dodecanoyl-ACPs	cpd11468	UPC05223	C05223		MNXM5723					
cddec5eACP_c	Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1)	C23H41N2O8PRS;C396H623O143N96P1S3		cpd15415				MNXM5679					
myrsACP_c	Myristoyl-ACP (n-C14:0ACP)	C398H629O143N96P1S3;C25H47N2O8PRS	META:Myristoyl-ACPs	cpd11466	UPC05761	C05761		MNXM564					
tdeACP_c	Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	C398H627O143N96P1S3;C25H45N2O8PRS		cpd15294				MNXM1469					
palmACP_c	Palmitoyl-ACP (n-C16:0ACP)	C400H633O143N96P1S3;C27H51N2O8PRS		cpd15277				MNXM2026					
hdeACP_c	Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	C400H631O143N96P1S3;C27H49N2O8PRS	META:Palmitoleoyl-ACPs	cpd15239				MNXM5881					
butACP_c	Butyryl-ACP (n-C4:0ACP)	C388H609O143N96P1S3;C15H27N2O8PRS	META:Butanoyl-ACPs	cpd11464		C05745		MNXM2645		HMDB31191		LMFA07060004	
hexACP_c	Hexanoyl-ACP (n-C6:0ACP)	C17H31N2O8PRS;C390H613O143N96P1S3	META:Hexanoyl-ACPs	cpd11472		C05749		MNXM23683		HMDB39465		LMFA07060039	
accoa_c	Acetyl-CoA	C23H34N7O17P3S	META:ACETYL-COA	cpd00022	UPC00024	C00024	Acetyl-CoA	MNXM21	113559;113560;353123;727753;76183	HMDB01206	c0031	LMFA07050000;LMFA07050029;LMFA07050281	
LalaDgluMdap_c	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	C15H25N4O8		cpd15386				MNXM90242					
LalaDgluMdap_p	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate	C15H25N4O8		cpd15386				MNXM90242					
3pg_c	3-Phospho-D-glycerate	C3H4O7P	META:G3P	cpd00169	UPC00197;UPC00597	C00197;C00597	3-Phospho-D-glycerate	MNXM126	29728	HMDB00807;HMDB60180			
h2_c	H2	H2	META:HYDROGEN-MOLECULE	cpd11640	UPC00282	C00282	Hydrogen	MNXM195	113555	HMDB01362			
phaccoa_c	Phenylacetyl-CoA	C29H38N7O17P3S	META:CPD-207	cpd00452	UPC00582	C00582		MNXM502	177137	HMDB06503	c1494		
asp__L_c	L-Aspartate	C4H6NO4	META:L-ASPARTATE	cpd00041	UPC00049	C00049;D00013	L-Aspartate	MNXM42	113553;29448	HMDB00191	c1574		
so3_c	Sulfite	O3S;HSO3	META:H2SO3;META:HSO3;META:SO3	cpd00081	UPC00094	C00094;C11481	Hydrogen_sulfite;Sulfite	MNXM105630		HMDB00240;HMDB01033;HMDB03008;HMDB34829	c0348		
3ump_e	3'-UMP	C9H11N2O9P	META:CPD-3724	cpd00989		C01368		MNXM2184		HMDB60282			
4abut_c	4-Aminobutanoate	C4H9NO2	META:4-AMINO-BUTYRATE	cpd00281	UPC00334	C00334;D00058	4-Aminobutanoate	MNXM192	352003;352011;428571;916850	HMDB00112	c1588	LMFA01100039	
4abutn_c	4-Aminobutanal	C4H10NO	META:4-AMINO-BUTYRALDEHYDE	cpd00434	UPC00555	C00555	4-Aminobutanal	MNXM422		HMDB01080;HMDB60247			
4abz_c	4-Aminobenzoate	C7H6NO2	META:P-AMINO-BENZOATE	cpd00443	UPC00568	C00568;D02456	4-Aminobenzoate	MNXM421		HMDB01392	c0550		
5cmhm_c	5-Carboxymethyl-2-hydroxymuconate	C8H5O7	META:CPD-784;META:CPD-785	cpd02572	UPC04186	C04186		MNXM1163			c0306		
4cml_c	4-Carboxymuconolactone	C7H4O6;C7H6O6		cpd00938	UPC01278	C01278		MNXM1521					
5odhf2a_c	5-Oxo-4,5-dihydrofuran-2-acetate	C6H5O4	META:3-OXOADIPATE-ENOL-LACTONE	cpd02255	UPC03586	C03586	2-Oxo-2,3-dihydrofuran-5-acetate	MNXM829					
sucsal_c	Succinic semialdehyde	C4H5O3	META:SUCC-S-ALD	cpd00199	UPC00232	C00232	Succinate_semialdehyde	MNXM172	880046	HMDB01259	c0311	LMFA06000118	
4hphac_c	4-Hydroxyphenylacetate	C8H7O3	META:4-HYDROXYPHENYLACETATE	cpd00489	UPC00642	C00642;C13636		MNXM3863		HMDB00020;HMDB60390	c0271;c0695		
4hbald_c	4-Hydroxybenzaldehyde	C7H6O2	META:4-HYDROXYBENZALDEHYDE	cpd00484		C00633		MNXM577		HMDB11718	c0285		
4hbald_p	4-Hydroxybenzaldehyde	C7H6O2	META:4-HYDROXYBENZALDEHYDE	cpd00484		C00633		MNXM577		HMDB11718	c0285		
4hbald_e	4-Hydroxybenzaldehyde	C7H6O2	META:4-HYDROXYBENZALDEHYDE	cpd00484		C00633		MNXM577		HMDB11718	c0285		
4hbz_c	4-Hydroxybenzoate	C7H5O3	META:4-hydroxybenzoate	cpd00136	UPC00156	C00156	4-Hydroxybenzoate	MNXM164	2162213	HMDB00500	c0104		
fdxo_42_c	Ferredoxin (oxidized form 4:2)	Fe8S8X						MNXM145541					
fdxr_42_c	Ferredoxin (reduced form 4:2)	Fe8S8X						MNXM145542					
fad_c	Flavin adenine dinucleotide oxidized	C27H31N9O15P2	META:FAD	cpd00015	UPC00016	C00016;D00005	FAD	MNXM33	113596;113597;29386	HMDB01248			
fadh2_c	Flavin adenine dinucleotide reduced	C27H33N9O15P2	META:FADH2	cpd00982	UPC01352	C01352	FADH2	MNXM38	164934;31649	HMDB01197;HMDB06252;HMDB06358			
4hphac_p	4-Hydroxyphenylacetate	C8H7O3	META:4-HYDROXYPHENYLACETATE	cpd00489	UPC00642	C00642;C13636		MNXM3863		HMDB00020;HMDB60390	c0271;c0695		
ala__L_c	L-Alanine	C3H7NO2	META:L-ALPHA-ALANINE	cpd00035	UPC00041	C00041;D00012	L-Alanine	MNXM32	29432;379697	HMDB00161			
ala__L_e	L-Alanine	C3H7NO2	META:L-ALPHA-ALANINE	cpd00035	UPC00041	C00041;D00012	L-Alanine	MNXM32	29432;379697	HMDB00161			
4izp_c	4-Imidazolone-5-propanoate	C6H6N2O3;C6H7N2O3	META:4-IMIDAZOLONE-5-PROPIONATE	cpd02311	UPC03680	C03680	4-Imidazolone-5-propanoate	MNXM90394	34979	HMDB01014			
4mop_c	4-Methyl-2-oxopentanoate	C6H9O3	META:2K-4CH3-PENTANOATE	cpd00200	UPC00233	C00233	4-Methyl-2-oxopentanoate	MNXM404		HMDB00695;HMDB00762			
for_c	Formate	CHO2;CH1O2	META:CARBOXYL-GROUP;META:CPD-9845;META:FORMATE	cpd00047	UPC00058	C00058	Formate	MNXM39	29460;389585	HMDB00142	c0106		
op4en_c	2-Oxopent-4-enoate	C5H5O3	META:CPD-6761;META:OXOPENTENOATE	cpd00461	UPC00596	C00596	2-Oxo-pent-4-enoate	MNXM312			c0042;c0102		
oxalc_c	4-oxalocrotonate	C6H4O5						MNXM90682					
cl_c	Chloride	Cl	META:CL-;META:HCL	cpd00099	UPC00698;UPC01327	C00698;C01327;D02057		MNXM43	188972;2730999;2731008;2731020;29572;352022	HMDB00492;HMDB02073;HMDB02162;HMDB02306	c0884		
cl_e	Chloride	Cl	META:CL-;META:HCL	cpd00099	UPC00698;UPC01327	C00698;C01327;D02057		MNXM43	188972;2730999;2731008;2731020;29572;352022	HMDB00492;HMDB02073;HMDB02162;HMDB02306	c0884		
2hmc_c	2-Hydroxymuconate	C6H4O5	META:CPD-13337;META:CPD-13339;META:CPD-246;META:CPD-8720;META:CPD-8742	cpd01644;cpd02183	UPC02501	C02501;C03453		MNXM6068			c0247	LMFA01170133	
LalaDgluMdapDala_c	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	C18H30N5O9		cpd15387				MNXM59271					
ala__D_c	D-Alanine	C3H7NO2	META:D-ALANINE	cpd00117	UPC00133	C00133	D-Alanine	MNXM156		HMDB01310			
LalaDgluMdapDala_p	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	C18H30N5O9		cpd15387				MNXM59271					
ala__D_p	D-Alanine	C3H7NO2	META:D-ALANINE	cpd00117	UPC00133	C00133	D-Alanine	MNXM156		HMDB01310			
LalaDgluMdapDala_e	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine	C18H30N5O9		cpd15387				MNXM59271					
5aop_c	5-Amino-4-oxopentanoate	C5H9NO3	META:5-AMINO-LEVULINATE	cpd00338	UPC00430	C00430;D07567	5-Aminolevulinate	MNXM405	189466;189489	HMDB01149		LMFA01100055	
5cohe_c	5-Carboxy-2-oxohept-3-enedioate	C8H5O7		cpd02507	UPC04052	C04052		MNXM3505					
5dglcn_c	5-Dehydro-D-gluconate	C6H9O7	META:5-DEHYDROGLUCONATE	cpd00781		C01062		MNXM963					
5drib_c	5'-deoxyribose	C5H10O4		cpd15380				MNXM114397					
ade_c	Adenine	C5H5N5	META:ADENINE;META:ADENINE-RING	cpd00128	UPC00147	C00147;D00034	Adenine	MNXM168	83951	HMDB00034			
dad_5_c	5'-Deoxyadenosine	C10H13N5O3	META:CH33ADO	cpd03091	UPC05198	C05198		MNXM316	947703	HMDB01983			
prpp_c	5-Phospho-alpha-D-ribose 1-diphosphate	C5H8O14P3	META:PRPP	cpd00103	UPC00119	C00119	alpha-D-Ribose_1-diphosphate-5-phosphate	MNXM91	73566	HMDB00280			
ribflv_c	Riboflavin	C17H19N4O6;C17H20N4O6	META:RIBOFLAVIN	cpd00220	UPC00255	C00255;D00050		MNXM270		HMDB00244			
air_c	5-amino-1-(5-phospho-D-ribosyl)imidazole	C8H13N3O7P;C8H12N3O7P	META:5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE	cpd02140	UPC03373	C03373	5-prime-Phosphoribosyl-5-aminoimidazole	MNXM388	111370	HMDB01235;HMDB02316;HMDB11609			
5mta_c	5-Methylthioadenosine	C11H15N5O3S	META:5-METHYLTHIOADENOSINE	cpd00147	UPC00170	C00170	5-prime-Methylthioadenosine	MNXM150	353106	HMDB01173			
5mthf_c	5-Methyltetrahydrofolate	C20H23N7O6;C20H24N7O6	META:5-METHYL-THF	cpd00345	UPC00440	C00440;D09353	5-Methyltetrahydrofolate	MNXM318	200665;200709	HMDB01396			
5mtr_c	5-Methylthio-D-ribose	C6H12O4S	META:CPD-560	cpd01981	UPC03089	C03089		MNXM1592		HMDB01087			
acald_c	Acetaldehyde	C2H4O	META:ACETALD	cpd00071	UPC00084	C00084	Acetaldehyde	MNXM75	113532;113681;113745;29510	HMDB00990	c0160		
ahdt_c	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate	C9H12N5O13P3;C9H11N5O13P3	META:DIHYDRONEOPTERIN-P3	cpd02978	UPC04895	C04895	Dihydroneopterin_triphosphate	MNXM397	1474124	HMDB00980;HMDB01144;HMDB12181			
pppi_c	Inorganic triphosphate	HO10P3	META:P3I	cpd00421	UPC00536	C00536	Triphosphate	MNXM332		HMDB03379;HMDB12282			
6pgc_c	6-Phospho-D-gluconate	C6H10O10P	META:CPD-2961	cpd00284	UPC00345	C00345	6-Phospho-D-gluconate	MNXM325	29996	HMDB01316			
g6p_c	D-Glucose 6-phosphate	C6H11O9P	META:D-glucopyranose-6-phosphate	cpd00079	UPC00092	C00092		MNXM160	1629756	HMDB01401;HMDB01549;HMDB06793			
gln__L_c	L-Glutamine	C5H10N2O3	META:GLN	cpd00053	UPC00064	C00064;D00015	L-Glutamine	MNXM37	113522;210382;212615;29472	HMDB00641			
cys__L_c	L-Cysteine	C3H7NO2S	META:CYS	cpd00084	UPC00097	C00097;D00026	L-Cysteine	MNXM55	111707;352016;379721;5668576	HMDB00574			
ser__L_c	L-Serine	C3H7NO3	META:SER	cpd00054	UPC00065	C00065;D00016	L-Serine	MNXM53	352002;379732	HMDB00187;HMDB00589	c0933		
thr__L_c	L-Threonine	C4H9NO3	META:THR	cpd00161	UPC00188	C00188;D00041	L-Threonine	MNXM142	351990;352000;379706	HMDB00167	c0413		
udpgal_c	UDPgalactose	C15H22N2O17P2	META:CPD-14553	cpd00043		C00052;G10609	UDP-D-Galactose	MNXM89795		HMDB00302			
ru5p__D_c	D-Ribulose 5-phosphate	C5H9O8P	META:RIBULOSE-5P	cpd00171	UPC00199	C00199	D-Ribulose_5-phosphate	MNXM145	29732	HMDB00618;HMDB02033;HMDB02694			
his__L_c	L-Histidine	C6H9N3O2	META:HIS	cpd00119	UPC00135	C00135;D00032	L-Histidine	MNXM134	29612;379695	HMDB00177;HMDB03412			
ac_c	Acetate	C2H3O2	META:ACET	cpd00029	UPC00033	C00033;D00010	Acetate	MNXM26	113539;1524044;2022890;29416;390305	HMDB00042	c0050	LMFA01010000;LMFA01010002	
aacoa_c	Acetoacetyl-CoA	C25H36N7O18P3S	META:ACETOACETYL-COA	cpd00279	UPC00332	C00332	Acetoacetyl-CoA	MNXM133	191293;73871	HMDB01484;HMDB11665	c0229	LMFA07050030	
acac_c	Acetoacetate	C4H5O3	META:3-KETOBUTYRATE;META:A-3-OXO-ACID	cpd00142	UPC00164	C00164	Acetoacetate	MNXM154	29666;73909	HMDB00060	c0069	LMFA01030978;LMFA01060003	
octeACP_c	Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	C402H635O143N96P1S3;C29H53N2O8PRS	META:Oleoyl-ACPs	cpd11825		C01203		MNXM8962					
ocdcaACP_c	Octadecanoyl-ACP (n-C18:0ACP)	C402H637O143N96P1S3;C29H55N2O8PRS		cpd15268				MNXM3075					
dca_c	Decanoate (n-C10:0)	C10H19O2	META:CPD-3617	cpd01107		C01571		MNXM1043		HMDB00511		LMFA01010010	
octa_c	Octanoate (n-C8:0)	C8H15O2	META:CPD-195	cpd03846		C06423;D05220		MNXM750		HMDB00482	c0047	LMFA01010008	
mthgxl_c	Methylglyoxal	C3H4O2	META:CPD-10807;META:METHYL-GLYOXAL	cpd00428	UPC00546	C00546	Methylglyoxal	MNXM310		HMDB01167			
dtdp_c	DTDP	C10H13N2O11P2	META:DTDP-GROUP;META:TDP	cpd00297		C00363	2-prime-Deoxythymidine-5-prime-diphosphate	MNXM152		HMDB01274			
malthx_c	Maltohexaose	C36H62O31	META:MALTOHEXAOSE	cpd01329		C01936;G00755		MNXM1317		HMDB12253			
dextrin_e	Dextrin C12H20O10	C12H20O10											
arab__L_c	L-Arabinose	C5H10O5	META:L-arabinopyranose	cpd00224	UPC00259	C00259		MNXM461		HMDB00487;HMDB00646			
arab__L_e	L-Arabinose	C5H10O5	META:L-arabinopyranose	cpd00224	UPC00259	C00259		MNXM461		HMDB00487;HMDB00646			
abt__L_c	L Arabinitol C5H12O5	C5H12O5											
abt__L_e	L Arabinitol C5H12O5	C5H12O5											
acac_e	Acetoacetate	C4H5O3	META:3-KETOBUTYRATE;META:A-3-OXO-ACID	cpd00142	UPC00164	C00164	Acetoacetate	MNXM154	29666;73909	HMDB00060	c0069	LMFA01030978;LMFA01060003	
acac_p	Acetoacetate	C4H5O3	META:3-KETOBUTYRATE;META:A-3-OXO-ACID	cpd00142	UPC00164	C00164	Acetoacetate	MNXM154	29666;73909	HMDB00060	c0069	LMFA01030978;LMFA01060003	
3ohcoa_c	3-Oxohexanoyl-CoA	C27H40N7O18P3S	META:K-HEXANOYL-COA	cpd03123		C05269	3-Oxohexanoyl-CoA	MNXM717	77320	HMDB03943		LMFA07050018;LMFA07050242	
btcoa_c	Butanoyl-CoA	C25H38N7O17P3S	META:BUTYRYL-COA	cpd00120		C00136	Butanoyl-CoA	MNXM233	77318	HMDB01088	c0023	LMFA07050292	
3oocoa_c	3-Oxooctanoyl-CoA	C29H44N7O18P3S	META:CPD0-2106	cpd03121		C05267	3-Oxooctanoyl-CoA	MNXM706	77328	HMDB03941		LMFA07050249	
hxcoa_c	Hexanoyl-CoA (n-C6:0CoA)	C27H42N7O17P3S	META:HEXANOYL-COA	cpd03124		C05270	Hexanoyl-CoA	MNXM553	77326	HMDB02845		LMFA07050001;LMFA07050328	
3odcoa_c	3-Oxodecanoyl-CoA	C31H48N7O18P3S	META:CPD0-2123	cpd03119		C05265	3-Oxodecanoyl-CoA	MNXM677	77339	HMDB03939;HMDB06349		LMFA07050074;LMFA07050239	
occoa_c	Octanoyl-CoA (n-C8:0CoA)	C29H46N7O17P3S	META:CPD-196	cpd01335		C01944	Octanoyl-CoA	MNXM342	390303;77337	HMDB01070;HMDB06257	c0048	LMFA07050355	
3oddcoa_c	3-Oxododecanoyl-CoA	C33H52N7O18P3S	META:CPD0-2105	cpd03117		C05263	3-Oxododecanoyl-CoA	MNXM705	77253	HMDB03937;HMDB06350		LMFA07050013;LMFA07050078;LMFA07050247	
dcacoa_c	Decanoyl-CoA (n-C10:0CoA)	C31H50N7O17P3S	META:CPD-10267	cpd03128		C05274	Decanoyl-CoA	MNXM486	77308	HMDB06404		LMFA07050022;LMFA07050313	
dccoa_c	Decanoyl CoA C31H50N7O17P3S	C31H50N7O17P3S											
3otdcoa_c	3-Oxotetradecanoyl-CoA	C35H56N7O18P3S	META:CPD-10284	cpd12689		C05261	3-Oxotetradecanoyl-CoA	MNXM707	77269	HMDB03935;HMDB06527		LMFA07050082;LMFA07050256	
